,query_title,filter,top_hit_id,top_hit_score,top_hit_name
208,CL112Contig4,,gi|1126731459|emb|LT669789.1|,766,"Arabis alpina genome assembly, chromosome: chr2"
209,CL112Contig6,,gi|769813620|ref|XM_006843013.2|,216,"PREDICTED: Amborella trichopoda uncharacterized LOC18432918 (LOC18432918), partial mRNA"
210,CL112Contig19,,gi|1012242415|ref|XM_016085762.1|,69,"PREDICTED: Arachis duranensis uncharacterized LOC107466756 (LOC107466756), mRNA"
211,CL112Contig22,,gi|1042907538|emb|LT594789.1|,31,"Theobroma cacao genome assembly, chromosome: II"
212,CL112Contig25,,gi|769813620|ref|XM_006843013.2|,1184,"PREDICTED: Amborella trichopoda uncharacterized LOC18432918 (LOC18432918), partial mRNA"
213,CL126Contig2,,gi|965664935|dbj|AP015036.1|,35,"Vigna angularis var. angularis DNA, chromosome 3, almost complete sequence, cultivar: Shumari"
214,CL126Contig15,,gi|729055826|gb|KM577451.1|,185,"Olea europaea isolate 69877_E retrotransposon copia-type, complete sequence"
215,CL133Contig1,1,gi|915477544|gb|KR779995.1|,5945,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
216,CL137Contig19,,gi|663681331|emb|HG975521.1|,28,"Solanum lycopersicum chromosome ch09, complete genome"
217,CL138Contig2,1,gi|915477544|gb|KR779995.1|,4170,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
218,CL143Contig7,,gi|965613050|dbj|AP015043.1|,44,"Vigna angularis var. angularis DNA, chromosome 10, almost complete sequence, cultivar: Shumari"
219,CL171Contig4,,gi|316996537|dbj|AB545982.1|,355,"Pyrus pyrifolia genes for F-box proteins and S2-RNase, complete cds, haplotype: S2"
220,CL182Contig1,,gi|586653853|ref|XM_006829284.1|,476,"PREDICTED: Amborella trichopoda uncharacterized LOC18424705 (LOC18424705), mRNA"
221,CL192Contig1,,gi|663681331|emb|HG975521.1|,34,"Solanum lycopersicum chromosome ch09, complete genome"
222,CL203Contig6,,gi|1042907684|emb|LT594796.1|,47,"Theobroma cacao genome assembly, chromosome: IX"
223,CL208Contig4,,gi|663681165|emb|HG975519.1|,32,"Solanum lycopersicum chromosome ch07, complete genome"
224,CL212Contig1,,gi|530279006|gb|KF184879.1|,83,Saccharum hybrid cultivar R570 clone BAC 082J13 complete sequence
225,CL227Contig1,1,gi|984912414|gb|KT457675.1|,1029,"Cannabis sativa voucher Ahrendsen_22 photosystem II protein D2 gene, complete cds; chloroplast"
226,CL242Contig1,1,gi|915477544|gb|KR779995.1|,1004,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
227,CL251Contig1,1,gi|915477544|gb|KR779995.1|,1356,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
228,CL256Contig1,1,gi|915477544|gb|KR779995.1|,1557,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
229,CL262Contig1,1,gi|915477544|gb|KR779995.1|,1273,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
230,CL269Contig2,,gi|1042907541|emb|LT594792.1|,180,"Theobroma cacao genome assembly, chromosome: V"
231,CL311Contig2,1,gi|915477544|gb|KR779995.1|,943,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
232,CL315Contig1,1,gi|915477544|gb|KR779995.1|,1009,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
233,CL340Contig2,,gi|1042907538|emb|LT594789.1|,1487,"Theobroma cacao genome assembly, chromosome: II"
234,CL348Contig1,1,gi|915477544|gb|KR779995.1|,850,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
235,CL365Contig1,1,gi|915477544|gb|KR779995.1|,709,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
236,CL425Contig1,1,gi|915477544|gb|KR779995.1|,628,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
237,CL429Contig1,1,gi|984913658|gb|KT458304.1|,515,"Cannabis sativa voucher Ahrendsen_22 RNA polymerase alpha subunit gene, complete cds; chloroplast"
238,CL439Contig1,1,gi|915477544|gb|KR779995.1|,836,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
239,CL502Contig1,1,gi|915477544|gb|KR779995.1|,591,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
240,CL524Contig1,1,gi|915477544|gb|KR779995.1|,534,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
241,CL4Contig76,,gi|663673456|emb|HG975450.1|,68,"Solanum pennellii chromosome ch11, complete genome"
242,CL4Contig103,,gi|1012113261|ref|XM_016105024.1|,144,"PREDICTED: Arachis duranensis uncharacterized LOC107484454 (LOC107484454), mRNA"
243,CL4Contig111,,gi|148589133|emb|CU302343.2|,93,"Medicago truncatula chromosome 5 clone mte1-48o9, COMPLETE SEQUENCE"
244,CL4Contig164,,gi|733574990|emb|LN684892.1|,126,"Cucumis melo genomic scaffold, unassembled_sequence32384"
245,CL4Contig173,,gi|312283752|gb|AC243221.1|,38,"Panicum virgatum clone PV_ABa006-D05, complete sequence"
246,CL4Contig258,,gi|307947555|gb|GQ395778.1|,77,"Ananas comosus retrotransposon LTR-like putative polyprotein-like gene, partial sequence"
247,CL5Contig27,,gi|1049455205|emb|LT594495.1|,28,"Plasmodium sp. genome assembly, chromosome: 7"
248,CL5Contig51,,gi|685042993|emb|LN591518.1|,28,"Cyprinus carpio genome assembly common carp genome ,scaffold 000005252"
249,CL11Contig48,,gi|358008857|gb|JN426768.1|,83,"Cannabis sativa SINE MADC2, complete sequence"
250,CL11Contig65,,gi|358008857|gb|JN426768.1|,64,"Cannabis sativa SINE MADC2, complete sequence"
251,CL11Contig127,,gi|358008857|gb|JN426768.1|,82,"Cannabis sativa SINE MADC2, complete sequence"
252,CL27Contig89,,gi|1042907812|emb|LT594797.1|,28,"Theobroma cacao genome assembly, chromosome: X"
253,CL27Contig222,,gi|388491169|gb|BT133856.1|,32,Lotus japonicus clone JCVI-FLLj-2C1 unknown mRNA
254,CL27Contig285,,gi|1009152246|ref|XM_016038509.1|,38,"PREDICTED: Ziziphus jujuba eukaryotic translation initiation factor 3 subunit I-like (LOC107428054), mRNA"
255,CL29Contig127,,gi|1109267231|ref|XM_019302188.1|,35,"PREDICTED: Ipomoea nil uncharacterized LOC109154385 (LOC109154385), mRNA"
256,CL34Contig13,,gi|1042907684|emb|LT594796.1|,130,"Theobroma cacao genome assembly, chromosome: IX"
257,CL34Contig30,,gi|733578316|emb|LN713263.1|,201,"Cucumis melo genomic chromosome, chr_9"
258,CL34Contig35,,gi|147810804|emb|AM439671.2|,34,"Vitis vinifera contig VV78X145332.4, whole genome shotgun sequence"
259,CL34Contig74,,gi|669026884|emb|HG670306.1|,30,"Triticum aestivum chromosome 3B, genomic scaffold, cultivar Chinese Spring"
260,CL34Contig96,,gi|83745237|gb|AC169177.4|,166,"Medicago truncatula chromosome 7 clone mth2-1p4, complete sequence"
261,CL34Contig111,,gi|63094101|gb|AC149492.14|,38,"Medicago truncatula clone mth2-99d10, complete sequence"
262,CL35Contig295,,gi|167887569|gb|EF444977.1|,28,"Homo sapiens family with sequence similarity 55, member A (FAM55A) gene, complete cds"
263,CL37Contig4,,gi|7960173|gb|AF223066.1|AF223066,1098,"Humulus lupulus 26S ribosomal RNA gene, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2 and 26S ribosomal RNA gene, complete sequence; and 18S ribosomal RNA gene, partial sequence"
264,CL43Contig181,,gi|297747458|gb|AC241344.1|,30,"Pinus taeda clone PT_7Ba4100E04, complete sequence"
265,CL43Contig187,,gi|698575953|ref|XM_009777782.1|,37,"PREDICTED: Nicotiana sylvestris uncharacterized LOC104225904 (LOC104225904), mRNA"
266,CL43Contig222,,gi|1012255132|ref|XM_016089167.1|,63,"PREDICTED: Arachis duranensis RNA-directed DNA polymerase homolog (LOC107469790), mRNA"
267,CL43Contig240,,gi|698575953|ref|XM_009777782.1|,37,"PREDICTED: Nicotiana sylvestris uncharacterized LOC104225904 (LOC104225904), mRNA"
268,CL44Contig60,,gi|358008857|gb|JN426768.1|,192,"Cannabis sativa SINE MADC2, complete sequence"
269,CL44Contig84,,gi|358008857|gb|JN426768.1|,177,"Cannabis sativa SINE MADC2, complete sequence"
270,CL53Contig130,1,gi|90403678|gb|DQ407035.1|,28,"Alisma plantago-aquatica RNA polymerase beta chain (rpoC2) gene, partial cds; chloroplast"
271,CL57Contig50,,gi|209875165|gb|EU805587.1|,143,Dalbergia nigra clone 1e28 microsatellite sequence
272,CL79Contig3,,gi|966774280|dbj|LC086650.1|,43,"Glycine max FT2a gene for FT-like protein, complete cds, cultivar: Toyomusume"
273,CL79Contig6,,gi|1042907538|emb|LT594789.1|,49,"Theobroma cacao genome assembly, chromosome: II"
274,CL338Contig1,,gi|147776244|emb|AM447752.2|,37,"Vitis vinifera contig VV79X005129.3, whole genome shotgun sequence"
275,CL361Contig1,1,gi|915477544|gb|KR779995.1|,923,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
276,CL367Contig1,1,gi|984913718|gb|KT458334.1|,858,"Cannabis sativa voucher Ahrendsen_22 RNA polymerase beta subunit gene, complete cds; chloroplast"
277,CL374Contig1,1,gi|915477544|gb|KR779995.1|,738,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
278,CL377Contig1,1,gi|915477544|gb|KR779995.1|,764,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
279,CL386Contig1,1,gi|915477544|gb|KR779995.1|,800,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
280,CL415Contig1,,gi|147853456|emb|AM429207.2|,74,"Vitis vinifera contig VV78X128044.13, whole genome shotgun sequence"
281,CL440Contig1,1,gi|984911335|gb|KT457135.1|,827,"Cannabis sativa voucher Ahrendsen_22 NADH dehydrogenase subunit 7 gene, complete cds; chloroplast"
282,CL466Contig2,,gi|685826800|emb|LN609528.1|,28,"Strongyloides ratti genome assembly S_ratti_ED321, chromosome : 1"
283,CL513Contig1,1,gi|915477544|gb|KR779995.1|,603,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
284,CL529Contig1,,gi|965601945|dbj|AP015039.1|,28,"Vigna angularis var. angularis DNA, chromosome 6, almost complete sequence, cultivar: Shumari"
285,CL533Contig1,1,gi|915477544|gb|KR779995.1|,624,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
286,CL606Contig1,,gi|1012170572|ref|XM_016110127.1|,30,"PREDICTED: Arachis duranensis uncharacterized LOC107489376 (LOC107489376), mRNA"
287,CL633Contig1,1,gi|915477544|gb|KR779995.1|,514,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
