,query_title,filter,top_hit_id,top_hit_score,top_hit_name
207,CL29Contig286,,gi|1102781120|ref|XM_019199794.1|,76,"PREDICTED: Nelumbo nucifera uncharacterized LOC109115569 (LOC109115569), mRNA"
208,CL29Contig296,,gi|1117298819|ref|XM_019577929.1|,35,"PREDICTED: Lupinus angustifolius uncharacterized LOC109340280 (LOC109340280), mRNA"
209,CL29Contig299,,gi|1126731459|emb|LT669789.1|,354,"Arabis alpina genome assembly, chromosome: chr2"
210,CL29Contig306,,gi|1102781120|ref|XM_019199794.1|,66,"PREDICTED: Nelumbo nucifera uncharacterized LOC109115569 (LOC109115569), mRNA"
211,CL29Contig340,,gi|985429737|ref|XM_015529389.1|,186,"PREDICTED: Citrus sinensis RNA-directed DNA polymerase homolog (LOC107176599), mRNA"
212,CL29Contig355,,gi|170763721|gb|AC123573.54|,221,"Medicago truncatula clone mth2-5n3, complete sequence"
213,CL29Contig382,,gi|971549229|ref|XM_015308394.1|,43,"PREDICTED: Solanum tuberosum uncharacterized LOC107060429 (LOC107060429), mRNA"
214,CL29Contig415,,gi|965661712|dbj|AP015035.1|,2647,"Vigna angularis var. angularis DNA, chromosome 2, almost complete sequence, cultivar: Shumari"
215,CL32Contig1,,gi|1124775477|emb|LK995457.1|,2511,"Desulfitobacterium hafniense genome assembly, scaffold: scaffold2"
216,CL33Contig115,,gi|850490465|gb|CP011901.1|,26,Ovis canadensis canadensis isolate 43U chromosome 16 sequence
217,CL33Contig122,,gi|850490465|gb|CP011901.1|,26,Ovis canadensis canadensis isolate 43U chromosome 16 sequence
218,CL40Contig153,,gi|742522296|gb|KJ715233.1|,33,"Erycina pusilla MADS25 (MADS25) gene, complete cds"
219,CL40Contig177,,gi|663673455|emb|HG975449.1|,745,"Solanum pennellii chromosome ch10, complete genome"
220,CL48Contig22,,gi|108792570|emb|CR352215.34|,28,"Zebrafish DNA sequence from clone CH211-235F1 in linkage group 1, complete sequence"
221,CL48Contig59,,gi|193810592|emb|AM910995.1|,59,"Plasmodium knowlesi strain H chromosome 13, complete genome"
222,CL48Contig73,,gi|586729324|ref|XM_006849752.1|,1137,"PREDICTED: Amborella trichopoda uncharacterized LOC18439590 (LOC18439590), mRNA"
223,CL48Contig115,,gi|685042177|emb|LN590702.1|,91,"Cyprinus carpio genome assembly common carp genome, scaffold: LG50, chromosome: 50"
224,CL48Contig116,,gi|1005425975|ref|XR_001560982.1|,38,"PREDICTED: Acropora digitifera uncharacterized LOC107329384 (LOC107329384), transcript variant X2, ncRNA"
225,CL48Contig129,,gi|689902410|emb|LM383472.1|,29,"Hymenolepis diminuta genome assembly H_diminuta_Denmark ,scaffold HDID_scaffold0000036"
226,CL48Contig139,,gi|193810592|emb|AM910995.1|,57,"Plasmodium knowlesi strain H chromosome 13, complete genome"
227,CL49Contig427,,gi|924552640|gb|CP012523.1|,32,Drosophila busckii chromosome 2L sequence
228,CL49Contig499,,gi|759128182|ref|XM_011362981.1|,29,"PREDICTED: Pteropus vampyrus adaptor-related protein complex 1, sigma 2 subunit (AP1S2), transcript variant X4, mRNA"
229,CL50Contig177,,gi|823155500|ref|XM_012622218.1|,34,"PREDICTED: Gossypium raimondii uncharacterized LOC105793292 (LOC105793292), mRNA"
230,CL50Contig269,,gi|199579947|gb|AC189260.2|,29,"Brassica rapa subsp. pekinensis clone KBrB021M22, complete sequence"
231,CL52Contig4,,gi|7960173|gb|AF223066.1|AF223066,2442,"Humulus lupulus 26S ribosomal RNA gene, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2 and 26S ribosomal RNA gene, complete sequence; and 18S ribosomal RNA gene, partial sequence"
232,CL73Contig21,,gi|586720597|ref|XM_006848681.1|,1767,"PREDICTED: Amborella trichopoda uncharacterized LOC18438498 (LOC18438498), mRNA"
233,CL75Contig219,,gi|687022012|emb|LM523160.1|,28,"Parastrongyloides trichosuri genome assembly P_trichosuri_KNP ,scaffold PTRK_scaffold0000003"
234,CL85Contig44,,gi|729055751|gb|KM577376.1|,56,"Olea europaea isolate 84713_A retrotransposon copia-type, complete sequence"
235,CL85Contig159,,gi|385198113|gb|AC246080.6|,43,"Solanum lycopersicum strain Heinz 1706 chromosome 1 clone slm-7n7 map 1, complete sequence"
236,CL85Contig164,,gi|1126731859|emb|LT669794.1|,63,"Arabis alpina genome assembly, chromosome: chr7"
237,CL85Contig206,,gi|733578041|emb|LN713255.1|,38,"Cucumis melo genomic chromosome, chr_1"
238,CL85Contig209,,gi|1042907543|emb|LT594794.1|,30,"Theobroma cacao genome assembly, chromosome: VII"
239,CL85Contig219,,gi|1126731993|emb|LT669795.1|,35,"Arabis alpina genome assembly, chromosome: chr8"
240,CL85Contig235,,gi|1126731859|emb|LT669794.1|,39,"Arabis alpina genome assembly, chromosome: chr7"
241,CL85Contig283,,gi|663681406|emb|HG975523.1|,33,"Solanum lycopersicum chromosome ch11, complete genome"
242,CL86Contig70,,gi|685042993|emb|LN591518.1|,28,"Cyprinus carpio genome assembly common carp genome ,scaffold 000005252"
243,CL88Contig32,,gi|850494308|gb|CP011908.1|,31,Ovis canadensis canadensis isolate 43U chromosome 23 sequence
244,CL91Contig203,,gi|302583371|gb|GU252996.1|,30,Cercis canadensis clone 383 microsatellite sequence
245,CL94Contig6,1,gi|915477544|gb|KR779995.1|,7237,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
246,CL97Contig1,1,gi|814071848|ref|NC_026562.1|,6205,"Cannabis sativa cultivar Carmagnola chloroplast, complete genome"
247,CL99Contig48,,gi|1042907540|emb|LT594791.1|,3071,"Theobroma cacao genome assembly, chromosome: IV"
248,CL103Contig1,1,gi|915477544|gb|KR779995.1|,5970,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
249,CL106Contig1,1,gi|915477544|gb|KR779995.1|,4225,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
250,CL112Contig9,,gi|166064082|gb|AC216838.1|,168,"Populus trichocarpa clone POP030-H02, complete sequence"
251,CL112Contig26,,gi|733578317|emb|LN713264.1|,28,"Cucumis melo genomic chromosome, chr_10"
252,CL112Contig62,,gi|28951175|gb|AC093509.3|,30,"Homo sapiens chromosome 16 clone CTD-2337L2, complete sequence"
253,CL112Contig64,,gi|208690940|gb|FJ198011.1|,44,"Glycine max retrotransposon gmw2-10n21-re-5, complete sequence"
254,CL114Contig33,,gi|586713560|ref|XM_006847179.1|,1573,"PREDICTED: Amborella trichopoda protein FAR1-RELATED SEQUENCE 4 (LOC18436961), partial mRNA"
255,CL114Contig68,,gi|586713560|ref|XM_006847179.1|,219,"PREDICTED: Amborella trichopoda protein FAR1-RELATED SEQUENCE 4 (LOC18436961), partial mRNA"
256,CL122Contig1,1,gi|873820236|gb|KR184827.1|,4630,"Cannabis sativa subsp. sativa cultivar Cheungsam chloroplast, complete genome"
257,CL126Contig33,,gi|147795454|emb|AM453885.2|,795,"Vitis vinifera contig VV78X114881.13, whole genome shotgun sequence"
258,CL126Contig66,,gi|147862399|emb|AM484838.2|,96,"Vitis vinifera contig VV78X185590.3, whole genome shotgun sequence"
259,CL127Contig1,1,gi|915477544|gb|KR779995.1|,3427,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
260,CL263Contig1,1,gi|915477544|gb|KR779995.1|,644,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
261,CL273Contig1,1,gi|915477544|gb|KR779995.1|,679,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
262,CL370Contig1,,gi|1127293840|gb|CP018801.1|,539,"Escherichia coli strain tolC-, complete genome"
263,CL420Contig1,,gi|111815141|ref|NG_005612.1|,28,Mus musculus immunoglobulin kappa chain complex (Igk) on chromosome 6
264,CL451Contig4,,gi|685042724|emb|LN591249.1|,31,"Cyprinus carpio genome assembly common carp genome ,scaffold 000029040"
265,CL479Contig2,,gi|1098731918|ref|XM_018972735.1|,443,"PREDICTED: Juglans regia uncharacterized LOC108996718 (LOC108996718), partial mRNA"
266,CL646Contig1,,gi|380042379|gb|JN717242.1|,483,"Cannabis sativa acyl-activating enzyme 10 mRNA, complete cds"
267,CL4Contig112,,gi|689946191|emb|LM433469.1|,28,"Nippostrongylus brasiliensis genome assembly N_brasiliensis_RM07_v1_5_4 ,scaffold NBR_scaffold0000086"
268,CL13Contig80,,gi|299474486|gb|HM365926.1|,146,"Bryonia dioica clone RLC_XXX retrotransposon copia-like gag/pol protein gene, partial cds"
269,CL13Contig103,,gi|12862474|dbj|AB021659.1|,230,"Cannabis sativa DNA, male-specific RAPD marker, clone MADC4"
270,CL13Contig105,,gi|12862474|dbj|AB021659.1|,217,"Cannabis sativa DNA, male-specific RAPD marker, clone MADC4"
271,CL13Contig169,,gi|12862474|dbj|AB021659.1|,195,"Cannabis sativa DNA, male-specific RAPD marker, clone MADC4"
272,CL13Contig193,,gi|733581963|emb|LN713261.1|,81,"Cucumis melo genomic chromosome, chr_7"
273,CL14Contig965,,gi|189162478|dbj|AP009701.1|,55,"Lotus japonicus genomic DNA, clone: LjT31G10, TM1742, complete sequence"
274,CL14Contig1293,,gi|224923086|gb|AC235322.1|,35,"Glycine max strain Williams 82 clone GM_WBb0078A09, complete sequence"
275,CL14Contig1391,,gi|645266672|ref|XM_008240499.1|,40,"PREDICTED: Prunus mume uncharacterized LOC103337339 (LOC103337339), mRNA"
276,CL36Contig159,,gi|1109267231|ref|XM_019302188.1|,35,"PREDICTED: Ipomoea nil uncharacterized LOC109154385 (LOC109154385), mRNA"
277,CL36Contig182,,gi|1060142114|gb|CP017003.1|,31,Plasmodium falciparum 3D7 chromosome 13 sequence
278,CL37Contig123,,gi|358008857|gb|JN426768.1|,85,"Cannabis sativa SINE MADC2, complete sequence"
279,CL37Contig162,,gi|358008857|gb|JN426768.1|,83,"Cannabis sativa SINE MADC2, complete sequence"
280,CL60Contig74,,gi|663681331|emb|HG975521.1|,243,"Solanum lycopersicum chromosome ch09, complete genome"
281,CL60Contig110,,gi|1028995575|ref|XM_016897078.1|,93,"PREDICTED: Gossypium hirsutum uncharacterized LOC107960800 (LOC107960800), mRNA"
282,CL60Contig193,,gi|733578317|emb|LN713264.1|,40,"Cucumis melo genomic chromosome, chr_10"
283,CL77Contig17,,gi|12862298|dbj|AB013908.1|,571,Cannabis sativa LINE-like retrotransposon pseudogene for reverse transcriptase
284,CL77Contig32,,gi|12862298|dbj|AB013908.1|,192,Cannabis sativa LINE-like retrotransposon pseudogene for reverse transcriptase
285,CL77Contig73,,gi|1111077292|ref|XM_019390681.1|,28,"PREDICTED: Nicotiana attenuata uncharacterized LOC109225874 (LOC109225874), mRNA"
286,CL77Contig84,,gi|12862298|dbj|AB013908.1|,598,Cannabis sativa LINE-like retrotransposon pseudogene for reverse transcriptase
287,CL77Contig88,,gi|147863225|emb|AM437259.2|,38,"Vitis vinifera contig VV78X123234.6, whole genome shotgun sequence"
288,CL77Contig92,,gi|170055310|ref|XM_001863491.1|,1170,"Culex quinquefasciatus conserved hypothetical protein, mRNA"
289,CL77Contig113,,gi|12862298|dbj|AB013908.1|,121,Cannabis sativa LINE-like retrotransposon pseudogene for reverse transcriptase
290,CL79Contig1,,gi|1124775477|emb|LK995457.1|,1053,"Desulfitobacterium hafniense genome assembly, scaffold: scaffold2"
291,CL95Contig73,,gi|347013775|gb|CP003008.1|,4316,"Myceliophthora thermophila ATCC 42464 chromosome 7, complete sequence"
292,CL95Contig117,,gi|965661712|dbj|AP015035.1|,28,"Vigna angularis var. angularis DNA, chromosome 2, almost complete sequence, cultivar: Shumari"
293,CL98Contig3,,gi|164498911|gb|AC216422.1|,886,"Populus trichocarpa clone POP107-N01, complete sequence"
294,CL98Contig21,,gi|123669056|emb|AM430489.1|,75,"Vitis vinifera contig VV78X171202.65, whole genome shotgun sequence"
295,CL98Contig36,,gi|147809639|emb|AM424838.2|,786,"Vitis vinifera contig VV78X079642.3, whole genome shotgun sequence"
296,CL102Contig43,,gi|1109271029|ref|XM_019304110.1|,30,"PREDICTED: Ipomoea nil RNA-directed DNA polymerase homolog (LOC109156252), mRNA"
297,CL102Contig169,,gi|353678000|gb|AC246008.7|,154,"Solanum lycopersicum strain Heinz 1706 chromosome 1 clone slm-2c4 map 1, complete sequence"
298,CL107Contig28,,gi|102139931|gb|AC186753.1|,41,"Musa acuminata clone MA4_54B05, complete sequence"
299,CL107Contig71,,gi|225685665|emb|CU914440.9|,29,"Zebrafish DNA sequence from clone CH73-236I20 in linkage group 13, complete sequence"
300,CL115Contig1,1,gi|814071848|ref|NC_026562.1|,3982,"Cannabis sativa cultivar Carmagnola chloroplast, complete genome"
301,CL118Contig8,,gi|769826692|ref|XM_006826094.2|,1343,"PREDICTED: Amborella trichopoda uncharacterized LOC18421272 (LOC18421272), partial mRNA"
302,CL118Contig18,,gi|1095452298|gb|CP017818.1|,30,"Sclerotinia sclerotiorum chromosome 5, complete sequence"
303,CL120Contig65,,gi|47776105|emb|BX664607.21|,28,"Zebrafish DNA sequence from clone CH211-132B12 in linkage group 18, complete sequence"
304,CL123Contig56,,gi|147860072|emb|AM455692.2|,34,"Vitis vinifera contig VV78X115937.9, whole genome shotgun sequence"
305,CL138Contig6,,gi|1042907541|emb|LT594792.1|,68,"Theobroma cacao genome assembly, chromosome: V"
306,CL138Contig10,,gi|769817038|ref|XM_011623508.1|,204,"PREDICTED: Amborella trichopoda uncharacterized LOC105420314 (LOC105420314), partial mRNA"
307,CL138Contig12,,gi|158829805|gb|EU095010.1|,233,Humulus lupulus clone GT4-M18-15 microsatellite sequence
308,CL138Contig22,,gi|769817038|ref|XM_011623508.1|,709,"PREDICTED: Amborella trichopoda uncharacterized LOC105420314 (LOC105420314), partial mRNA"
309,CL138Contig24,,gi|736246062|ref|XR_799967.1|,34,"PREDICTED: Notothenia coriiceps uncharacterized LOC104960240 (LOC104960240), ncRNA"
310,CL138Contig27,,gi|769817038|ref|XM_011623508.1|,615,"PREDICTED: Amborella trichopoda uncharacterized LOC105420314 (LOC105420314), partial mRNA"
311,CL140Contig23,,gi|769826686|ref|XM_006826130.2|,106,"PREDICTED: Amborella trichopoda uncharacterized LOC18421312 (LOC18421312), partial mRNA"
312,CL140Contig29,,gi|733577134|emb|LN713256.1|,36,"Cucumis melo genomic chromosome, chr_2"
313,CL140Contig49,,gi|769826686|ref|XM_006826130.2|,1508,"PREDICTED: Amborella trichopoda uncharacterized LOC18421312 (LOC18421312), partial mRNA"
314,CL140Contig50,,gi|663681407|emb|HG975524.1|,30,"Solanum lycopersicum chromosome ch12, complete genome"
315,CL141Contig1,1,gi|915477544|gb|KR779995.1|,3341,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
316,CL143Contig1,1,gi|915477544|gb|KR779995.1|,2492,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
317,CL148Contig34,,gi|733577134|emb|LN713256.1|,82,"Cucumis melo genomic chromosome, chr_2"
318,CL148Contig101,,gi|733578041|emb|LN713255.1|,261,"Cucumis melo genomic chromosome, chr_1"
319,CL160Contig1,1,gi|814071848|ref|NC_026562.1|,2246,"Cannabis sativa cultivar Carmagnola chloroplast, complete genome"
320,CL174Contig22,,gi|1042907538|emb|LT594789.1|,788,"Theobroma cacao genome assembly, chromosome: II"
321,CL177Contig41,,gi|393393935|gb|AC236235.2|,318,"Glycine max clone GM_WBc0237B24, complete sequence"
322,CL177Contig43,,gi|148372215|gb|EF623859.1|,802,"Glycine max cultivar Williams 82 clone BAC 7C24, complete sequence"
323,CL187Contig1,1,gi|915477544|gb|KR779995.1|,1575,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
324,CL198Contig9,,gi|685042191|emb|LN590716.1|,28,"Cyprinus carpio genome assembly common carp genome, scaffold: LG41, chromosome: 41"
325,CL208Contig34,,gi|1070251193|emb|LT594623.1|,30,"Plasmodium malariae genome assembly, chromosome: 2"
326,CL210Contig1,1,gi|915477544|gb|KR779995.1|,1358,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
327,CL213Contig10,,gi|1042907541|emb|LT594792.1|,52,"Theobroma cacao genome assembly, chromosome: V"
328,CL218Contig7,,gi|14249802|emb|AL512506.8|,29,"Human DNA sequence from clone RP11-5G9 on chromosome 13, complete sequence"
329,CL222Contig36,,gi|87241630|gb|AC157957.3|,28,"Pan troglodytes BAC clone CH251-43B16 from chromosome unknown, complete sequence"
330,CL244Contig2,,gi|1036913944|ref|XM_017239641.1|,28,"PREDICTED: Drosophila bipectinata PDF receptor (LOC108124099), transcript variant X4, mRNA"
331,CL282Contig3,,gi|523421753|emb|HG316455.1|,28,"Zygosaccharomyces bailii CLIB 213 genomic, scaffold02"
332,CL305Contig3,,gi|733577844|emb|LN713260.1|,74,"Cucumis melo genomic chromosome, chr_6"
333,CL332Contig1,,gi|965656162|dbj|AP015034.1|,30,"Vigna angularis var. angularis DNA, chromosome 1, almost complete sequence, cultivar: Shumari"
334,CL340Contig3,,gi|545688942|ref|NG_027904.2|,29,"Homo sapiens G protein subunit alpha q (GNAQ), RefSeqGene on chromosome 9"
335,CL372Contig2,,gi|1040812028|ref|XM_017372392.1|,29,"PREDICTED: Daucus carota subsp. sativus uncharacterized LOC108203457 (LOC108203457), mRNA"
336,CL454Contig1,,gi|1105167054|emb|LT635625.1|,35,"Plasmodium vivax genome assembly, chromosome: 14"
337,CL459Contig1,,gi|733581963|emb|LN713261.1|,28,"Cucumis melo genomic chromosome, chr_7"
338,CL485Contig1,,gi|831313134|ref|XR_001162631.1|,30,"PREDICTED: Clupea harengus uncharacterized LOC105905600 (LOC105905600), transcript variant X11, ncRNA"
339,CL571Contig1,,gi|663681331|emb|HG975521.1|,31,"Solanum lycopersicum chromosome ch09, complete genome"
340,CL612Contig1,,gi|1117335881|ref|XM_019582421.1|,94,"PREDICTED: Lupinus angustifolius ATPase 11, plasma membrane-type (LOC109343890), transcript variant X3, mRNA"
341,CL641Contig2,,gi|1105162253|emb|LT635616.1|,77,"Plasmodium vivax genome assembly, chromosome: 5"
342,CL685Contig1,,gi|1009113716|ref|XM_016017811.1|,225,"PREDICTED: Ziziphus jujuba 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (LOC107410384), mRNA"
