,query_title,filter,top_hit_id,top_hit_score,top_hit_name
216,CL210Contig352,,gi|965601945|dbj|AP015039.1|,32,"Vigna angularis var. angularis DNA, chromosome 6, almost complete sequence, cultivar: Shumari"
217,CL221Contig84,,gi|66865140|gb|AC154213.3|,29,"Mus musculus BAC clone RP24-120I12 from chromosome 14, complete sequence"
218,CL239Contig28,,gi|123662743|emb|AM445103.1|,128,"Vitis vinifera, whole genome shotgun sequence, contig VV78X174008.4, clone ENTAV 115"
219,CL239Contig98,,gi|147778246|emb|AM442792.2|,44,"Vitis vinifera contig VV78X079472.3, whole genome shotgun sequence"
220,CL252Contig2,,gi|152926311|gb|EU009621.1|,438,"Vitis vinifera retrotransposon V14, complete sequence"
221,CL252Contig13,,gi|147778334|emb|AM442872.2|,152,"Vitis vinifera contig VV78X270585.10, whole genome shotgun sequence"
222,CL258Contig10,,gi|46561057|gb|AY588361.1|,41,Humulus lupulus clone HlGT21 microsatellite sequence
223,CL258Contig13,,gi|1111045843|ref|XM_019374439.1|,38,"PREDICTED: Nicotiana attenuata uncharacterized LOC109210954 (LOC109210954), mRNA"
224,CL274Contig78,,gi|965610582|dbj|AP015042.1|,44,"Vigna angularis var. angularis DNA, chromosome 9, almost complete sequence, cultivar: Shumari"
225,CL274Contig111,,gi|147844265|emb|AM425883.2|,336,"Vitis vinifera contig VV78X173706.14, whole genome shotgun sequence"
226,CL274Contig150,,gi|147814831|emb|AM463892.2|,607,"Vitis vinifera contig VV78X141555.5, whole genome shotgun sequence"
227,CL275Contig29,,gi|1108977370|ref|XM_010691140.2|,137,"PREDICTED: Beta vulgaris subsp. vulgaris uncharacterized LOC104903138 (LOC104903138), mRNA"
228,CL295Contig8,,gi|1007355361|gb|KT886993.1|,908,Humulus lupulus extrachromosomal circular DNA complete sequence
229,CL309Contig5,,gi|312032570|gb|AC243137.1|,376,"Gossypium hirsutum clone MX025P24-jnk, complete sequence"
230,CL309Contig59,,gi|823258415|ref|XM_012606460.1|,320,"PREDICTED: Gossypium raimondii uncharacterized LOC105781942 (LOC105781942), mRNA"
231,CL309Contig62,,gi|312032557|gb|AC243124.1|,302,"Gossypium raimondii clone GR__Ba0150L14-hof, complete sequence"
232,CL309Contig90,,gi|312032557|gb|AC243124.1|,424,"Gossypium raimondii clone GR__Ba0150L14-hof, complete sequence"
233,CL359Contig2,1,gi|927682664|gb|KT266264.1|,3989,"Humulus lupulus chloroplast, complete genome"
234,CL361Contig10,,gi|156564446|gb|AC209101.1|,44,"Populus trichocarpa clone POP044-H01, complete sequence"
235,CL361Contig18,,gi|147820238|emb|AM430444.2|,127,"Vitis vinifera contig VV78X101788.2, whole genome shotgun sequence"
236,CL361Contig20,,gi|40644186|emb|AJ416708.1|,353,"Populus deltoides MER locus, genomic DNA, cultivar S9-2"
237,CL361Contig23,,gi|158341699|gb|AC212845.1|,193,"Populus trichocarpa clone POP021-P21, complete sequence"
238,CL380Contig4,,gi|123677687|emb|AM487944.1|,114,"Vitis vinifera, whole genome shotgun sequence, contig VV78X248564.6, clone ENTAV 115"
239,CL387Contig2,1,gi|927682664|gb|KT266264.1|,3630,"Humulus lupulus chloroplast, complete genome"
240,CL418Contig2,1,gi|927682664|gb|KT266264.1|,2651,"Humulus lupulus chloroplast, complete genome"
241,CL425Contig1,1,gi|927682664|gb|KT266264.1|,2193,"Humulus lupulus chloroplast, complete genome"
242,CL460Contig1,1,gi|927682664|gb|KT266264.1|,1958,"Humulus lupulus chloroplast, complete genome"
243,CL462Contig2,1,gi|927682664|gb|KT266264.1|,1752,"Humulus lupulus chloroplast, complete genome"
244,CL467Contig2,1,gi|927682664|gb|KT266264.1|,1835,"Humulus lupulus chloroplast, complete genome"
245,CL471Contig1,1,gi|927682664|gb|KT266264.1|,1587,"Humulus lupulus chloroplast, complete genome"
246,CL474Contig2,1,gi|927682664|gb|KT266264.1|,1870,"Humulus lupulus chloroplast, complete genome"
247,CL478Contig1,,gi|690021868|emb|LM529605.1|,29,"Strongyloides papillosus genome assembly S_papillosus_LIN ,scaffold SPAL_contig0003895"
248,CL480Contig1,1,gi|927682664|gb|KT266264.1|,2620,"Humulus lupulus chloroplast, complete genome"
249,CL493Contig1,1,gi|927682664|gb|KT266264.1|,1805,"Humulus lupulus chloroplast, complete genome"
250,CL517Contig1,1,gi|927682664|gb|KT266264.1|,1550,"Humulus lupulus chloroplast, complete genome"
251,CL522Contig1,,gi|7960173|gb|AF223066.1|AF223066,575,"Humulus lupulus 26S ribosomal RNA gene, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2 and 26S ribosomal RNA gene, complete sequence; and 18S ribosomal RNA gene, partial sequence"
252,CL529Contig1,1,gi|927682664|gb|KT266264.1|,1367,"Humulus lupulus chloroplast, complete genome"
253,CL541Contig1,1,gi|927682664|gb|KT266264.1|,1458,"Humulus lupulus chloroplast, complete genome"
254,CL551Contig1,1,gi|927682664|gb|KT266264.1|,1228,"Humulus lupulus chloroplast, complete genome"
255,CL556Contig1,1,gi|927682664|gb|KT266264.1|,1609,"Humulus lupulus chloroplast, complete genome"
256,CL568Contig1,1,gi|927682664|gb|KT266264.1|,1111,"Humulus lupulus chloroplast, complete genome"
257,CL584Contig1,1,gi|927682664|gb|KT266264.1|,1044,"Humulus lupulus chloroplast, complete genome"
258,CL587Contig2,1,gi|927682664|gb|KT266264.1|,1056,"Humulus lupulus chloroplast, complete genome"
259,CL608Contig1,,gi|7594789|dbj|AB041023.1|,511,"Humulus lupulus DNA, 18S-26S intergenic spacer, complete sequence"
260,CL616Contig7,,gi|147797506|emb|AM429419.2|,47,"Vitis vinifera contig VV78X015078.5, whole genome shotgun sequence"
261,CL647Contig1,1,gi|927682664|gb|KT266264.1|,829,"Humulus lupulus chloroplast, complete genome"
262,CL701Contig1,1,gi|927682664|gb|KT266264.1|,1159,"Humulus lupulus chloroplast, complete genome"
263,CL719Contig1,1,gi|927682664|gb|KT266264.1|,792,"Humulus lupulus chloroplast, complete genome"
264,CL764Contig2,1,gi|927682664|gb|KT266264.1|,777,"Humulus lupulus chloroplast, complete genome"
265,CL797Contig1,1,gi|927682664|gb|KT266264.1|,1670,"Humulus lupulus chloroplast, complete genome"
266,CL824Contig1,1,gi|927682664|gb|KT266264.1|,573,"Humulus lupulus chloroplast, complete genome"
267,CL916Contig1,1,gi|927682664|gb|KT266264.1|,583,"Humulus lupulus chloroplast, complete genome"
268,CL1003Contig1,,gi|733581885|emb|LN713262.1|,37,"Cucumis melo genomic chromosome, chr_8"
269,CL1048Contig2,,gi|663680699|emb|HG975514.1|,36,"Solanum lycopersicum chromosome ch02, complete genome"
270,CL1162Contig1,,gi|1027102726|ref|XM_008230718.2|,101,"PREDICTED: Prunus mume T-complex protein 1 subunit theta-like (LOC103328327), mRNA"
